Artikel,Kalimat,Teks,Tag
,Kalimat3403,positif,O
,Kalimat3403,.,O
,Kalimat3404,seperti,O
,Kalimat3404,diketahui,O
,Kalimat3404,",",O
,Kalimat3404,sivitas,O
,Kalimat3404,akademika,O
,Kalimat3404,universitas,B-ORG
,Kalimat3404,gadjah,I-ORG
,Kalimat3404,mada,I-ORG
,Kalimat3404,(,O
,Kalimat3404,ugm,B-ORG
,Kalimat3404,),O
,Kalimat3404,membuat,O
,Kalimat3404,petisi,O
,Kalimat3404,bulaksumur,O
,Kalimat3404,",",O
,Kalimat3404,rabu,B-TIM
,Kalimat3404,(,O
,Kalimat3404,31/1,I-TIM
,Kalimat3404,),O
,Kalimat3404,.,O
,Kalimat3405,selanjutnya,O
,Kalimat3405,",",O
,Kalimat3405,sivitas,O
,Kalimat3405,akademika,O
,Kalimat3405,universitas,B-ORG
,Kalimat3405,islam,I-ORG
,Kalimat3405,indonesia,I-ORG
,Kalimat3405,(,O
,Kalimat3405,uii,B-ORG
,Kalimat3405,),O
,Kalimat3405,mengkritik,O
,Kalimat3405,kondisi,O
,Kalimat3405,pemerintahan,O
,Kalimat3405,presiden,O
,Kalimat3405,jokowi,B-PER
,Kalimat3405,yang,O
,Kalimat3405,dianggap,O
,Kalimat3405,menyalahgunakan,O
,Kalimat3405,wewenang,O
,Kalimat3405,menjelang,O
,Kalimat3405,pemilu,O
,Kalimat3405,",",O
,Kalimat3405,kamis,B-TIM
,Kalimat3405,(,O
,Kalimat3405,1/2,I-TIM
,Kalimat3405,),O
,Kalimat3405,.,O
,Kalimat3406,adapun,O
,Kalimat3406,istana,O
,Kalimat3406,kepresidenan,O
,Kalimat3406,menghormati,O
,Kalimat3406,petisi,O
,Kalimat3406,bulaksumur,O
,Kalimat3406,yang,O
,Kalimat3406,disuarakan,O
,Kalimat3406,oleh,O
,Kalimat3406,sivitas,O
,Kalimat3406,akademika,O
,Kalimat3406,ugm,B-ORG
,Kalimat3406,untuk,O
,Kalimat3406,mengkritik,O
,Kalimat3406,pemerintahan,O
,Kalimat3406,presiden,O
,Kalimat3406,jokowi,B-PER
,Kalimat3406,.,O
Artikel753,Kalimat3407,terus,O
,Kalimat3407,terang,O
,Kalimat3407,saja,O
,Kalimat3407,",",O
,Kalimat3407,melonjaknya,O
,Kalimat3407,anggaran,O
,Kalimat3407,bansos,O
,Kalimat3407,rp,O
,Kalimat3407,"496,8",O
,Kalimat3407,triliun,O
,Kalimat3407,sungguh,O
,Kalimat3407,mengkhawatirkan,O
,Kalimat3407,dari,O
,Kalimat3407,sisi,O
,Kalimat3407,penyalahgunaan,O
,Kalimat3407,.,O
,Kalimat3408,pada,O
,Kalimat3408,saat,O
,Kalimat3408,covid-19,O
,Kalimat3408,saja,O
,Kalimat3408,",",O
,Kalimat3408,di,O
,Kalimat3408,tahun,O
,Kalimat3408,2020,B-TIM
,Kalimat3408,anggaran,O
,Kalimat3408,perlindungan,O
,Kalimat3408,sosial,O
,Kalimat3408,``,O
,Kalimat3408,hanya,O
,Kalimat3408,',O
,Kalimat3408,rp,O
,Kalimat3408,"234,33",O
,Kalimat3408,triliun,O
,Kalimat3408,dan,O
,Kalimat3408,realisasinya,O
,Kalimat3408,rp,O
,Kalimat3408,"216,59",O
,Kalimat3408,triliun,O
,Kalimat3408,.,O
,Kalimat3409,padahal,O
,Kalimat3409,cara-cara,O
,Kalimat3409,seperti,O
,Kalimat3409,itu,O
,Kalimat3409,tidak,O
,Kalimat3409,akan,O
,Kalimat3409,mengentaskan,O
,Kalimat3409,rakyat,O
,Kalimat3409,miskin,O
,Kalimat3409,keluar,O
,Kalimat3409,dari,O
,Kalimat3409,kubangan,O
,Kalimat3409,kemiskinan,O
,Kalimat3409,",",O
,Kalimat3409,tetapi,O
,Kalimat3409,hanya,O
,Kalimat3409,menjadikan,O
,Kalimat3409,orang,O
,Kalimat3409,miskin,O
,Kalimat3409,sebagai,O
,Kalimat3409,kendaraan,O
,Kalimat3409,politik,O
,Kalimat3409,.,O
,Kalimat3410,penentuan,O
,Kalimat3410,hak,O
,Kalimat3410,suara,O
,Kalimat3410,adalah,O
,Kalimat3410,hak,O
,Kalimat3410,politik,O
,Kalimat3410,semua,O
,Kalimat3410,warga,O
,Kalimat3410,negara,O
,Kalimat3410,",",O
,Kalimat3410,dan,O
,Kalimat3410,penerima,O
,Kalimat3410,bansos,O
,Kalimat3410,adalah,O
,Kalimat3410,hak,O
,Kalimat3410,ekonomi,O
,Kalimat3410,warga,O
,Kalimat3410,negara,O
,Kalimat3410,.,O
,Kalimat3411,said,B-PER
,Kalimat3411,abdullah,I-PER
,Kalimat3411,",",O
,Kalimat3411,ketua,O
,Kalimat3411,badan,O
,Kalimat3411,anggaran,O
,Kalimat3411,dpr,B-ORG
,Kalimat3411,ri,B-LOC
Artikel754,Kalimat3411,edno,B-PER
,Kalimat3411,taopan,I-PER
,Kalimat3411,",",O
,Kalimat3411,aparatur,O
,Kalimat3411,sipil,O
,Kalimat3411,negara,O
,Kalimat3411,(,O
,Kalimat3411,asn,O
,Kalimat3411,),O
,Kalimat3411,di,O
,Kalimat3411,pemerintah,O
,Kalimat3411,kabupaten,O
,Kalimat3411,(,O
,Kalimat3411,pemkab,O
,Kalimat3411,),O
,Kalimat3411,kupang,B-LOC
,Kalimat3411,dikenakan,O
,Kalimat3411,sanksi,O
,Kalimat3411,teguran,O
,Kalimat3411,keras,O
,Kalimat3411,.,O
,Kalimat3412,``,O
,Kalimat3412,sanksi,O
,Kalimat3412,kepada,O
,Kalimat3412,yang,O
,Kalimat3412,bersangkutan,O
,Kalimat3412,berupa,O
,Kalimat3412,teguran,O
,Kalimat3412,keras,O
,Kalimat3412,.,O
,Kalimat3413,sebab,O
,Kalimat3413,",",O
,Kalimat3413,pada,O
,Kalimat3413,prinsipnya,O
,Kalimat3413,",",O
,Kalimat3413,asn,O
,Kalimat3413,dilarang,O
,Kalimat3413,untuk,O
,Kalimat3413,terlibat,O
,Kalimat3413,lansung,O
,Kalimat3413,dalam,O
,Kalimat3413,politik,O
,Kalimat3413,praktis,O
,Kalimat3413,sesuai,O
,Kalimat3413,ketentuan,O
,Kalimat3413,yang,O
,Kalimat3413,berlaku,O
,Kalimat3413,.,O
,Kalimat3414,karena,O
,Kalimat3414,itu,O
,Kalimat3414,",",O
,Kalimat3414,asn,O
,Kalimat3414,dilarang,O
,Kalimat3414,untuk,O
,Kalimat3414,terlibat,O
,Kalimat3414,secara,O
,Kalimat3414,langsung,O
,Kalimat3414,dalam,O
,Kalimat3414,mendukung,O
,Kalimat3414,salah,O
,Kalimat3414,satu,O
,Kalimat3414,pihak,O
,Kalimat3414,dalam,O
,Kalimat3414,pemilu,O
,Kalimat3414,.,O
,Kalimat3415,``,O
,Kalimat3415,kita,O
,Kalimat3415,harapkan,O
,Kalimat3415,",",O
,Kalimat3415,dengan,O
,Kalimat3415,waktu,O
,Kalimat3415,yang,O
,Kalimat3415,singkat,O
,Kalimat3415,menuju,O
,Kalimat3415,pemilu,O
,Kalimat3415,ini,O
,Kalimat3415,",",O
,Kalimat3415,asn,O
,Kalimat3415,dilarang,O
,Kalimat3415,keras,O
,Kalimat3415,untuk,O
,Kalimat3415,terlibat,O
,Kalimat3415,langsung,O
,Kalimat3415,politik,O
,Kalimat3415,praktis,O
,Kalimat3415,.,O
Artikel755,Kalimat3416,universitas,B-ORG
,Kalimat3416,airlangga,I-ORG
,Kalimat3416,(,O
,Kalimat3416,unair,B-ORG
,Kalimat3416,),O
,Kalimat3416,memberikan,O
,Kalimat3416,klarifikasi,O
,Kalimat3416,terkait,O
,Kalimat3416,pernyataan,O
,Kalimat3416,sikap,O
,Kalimat3416,mengkritisi,O
,Kalimat3416,presiden,O
,Kalimat3416,jokowi,B-PER
,Kalimat3416,yang,O
,Kalimat3416,mengatasnamakan,O
,Kalimat3416,kampus,O
,Kalimat3416,.,O
,Kalimat3417,sebelumnya,O
,Kalimat3417,sebanyak,O
,Kalimat3417,ratusan,O
,Kalimat3417,orang,O
,Kalimat3417,mengatasnamakan,O
,Kalimat3417,sivitas,O
,Kalimat3417,unair,B-ORG
,Kalimat3417,mengritik,O
,Kalimat3417,jokowi,B-PER
,Kalimat3417,bertajuk,O
,Kalimat3417,menegakkan,O
,Kalimat3417,demokrasi,O
,Kalimat3417,",",O
,Kalimat3417,menjaga,O
,Kalimat3417,republik,O
,Kalimat3417,.,O
,Kalimat3418,direktur,O
,Kalimat3418,sekolah,O
,Kalimat3418,pascasarjana,O
,Kalimat3418,unair,B-ORG
,Kalimat3418,prof,O
,Kalimat3418,badri,B-PER
,Kalimat3418,munir,I-PER
,Kalimat3418,sukoco,I-PER
,Kalimat3418,menegaskan,O
,Kalimat3418,kegiatan,O
,Kalimat3418,ratusan,O
,Kalimat3418,orang,O
,Kalimat3418,yang,O
,Kalimat3418,mengatasnamakan,O
,Kalimat3418,unair,B-ORG
,Kalimat3418,bukan,O
,Kalimat3418,inisiasi,O
,Kalimat3418,pihaknya,O
,Kalimat3418,.,O
,Kalimat3419,``,O
,Kalimat3419,kami,O
,Kalimat3419,menyesalkan,O
,Kalimat3419,penggunaan,O
,Kalimat3419,tanpa,O
,Kalimat3419,izin,O
,Kalimat3419,gedung,O
,Kalimat3419,pasca,O
,Kalimat3419,atas,O
,Kalimat3419,aktivitas,O
,Kalimat3419,publik,O
,Kalimat3419,tanpa,O
,Kalimat3419,pemberitahuan,O
,Kalimat3419,",",O
,Kalimat3419,',O
,Kalimat3419,kata,O
,Kalimat3419,badri,B-PER
,Kalimat3419,di,O
,Kalimat3419,gedung,O
,Kalimat3419,sekolah,O
,Kalimat3419,pascasarjana,O
,Kalimat3419,unair,B-ORG
,Kalimat3419,kampus,O
,Kalimat3419,b,O
,Kalimat3419,",",O
,Kalimat3419,senin,B-TIM
,Kalimat3419,(,O
,Kalimat3419,5/2/2024,I-TIM
,Kalimat3419,),O
,Kalimat3419,.,O
,Kalimat3420,``,O
,Kalimat3420,perlu,O
,Kalimat3420,kami,O
,Kalimat3420,pastikan,O
,Kalimat3420,",",O
,Kalimat3420,yang,O
,Kalimat3420,disampaikan,O
,Kalimat3420,tadi,O
,Kalimat3420,tidak,O
,Kalimat3420,mewakili,O
,Kalimat3420,sivitas,O
,Kalimat3420,akademika,O
,Kalimat3420,unair,B-ORG
,Kalimat3420,maupun,O
,Kalimat3420,sivitas,O
,Kalimat3420,akademika,O
,Kalimat3420,pascasarjana,O
,Kalimat3420,unair,B-ORG
,Kalimat3420,.,O
Artikel756,Kalimat3421,wakil,O
,Kalimat3421,ketua,O
,Kalimat3421,tim,O
,Kalimat3421,pemenangan,O
,Kalimat3421,nasional,O
,Kalimat3421,(,O
,Kalimat3421,tpn,O
,Kalimat3421,),O
,Kalimat3421,ganjar-mahfud,B-PER
,Kalimat3421,itu,O
,Kalimat3421,beralasan,O
,Kalimat3421,capres-cawapres,O
,Kalimat3421,nomor,O
,Kalimat3421,urut,O
,Kalimat3421,3,O
,Kalimat3421,tidak,O
,Kalimat3421,mempunyai,O
,Kalimat3421,beban,O
,Kalimat3421,masa,O
,Kalimat3421,lalu,O
,Kalimat3421,.,O
,Kalimat3422,hal,O
,Kalimat3422,itu,O
,Kalimat3422,disampaikan,O
,Kalimat3422,tgb,O
,Kalimat3422,saat,O
,Kalimat3422,memimpin,O
,Kalimat3422,doa,O
,Kalimat3422,bersama,O
,Kalimat3422,untuk,O
,Kalimat3422,pemenangan,O
,Kalimat3422,ganjar-mahfud,B-PER
,Kalimat3422,di,O
,Kalimat3422,lapangan,O
,Kalimat3422,nasional,O
,Kalimat3422,selong,B-LOC
,Kalimat3422,",",O
,Kalimat3422,kabupaten,O
,Kalimat3422,lombok,B-LOC
,Kalimat3422,timur,I-LOC
,Kalimat3422,",",O
,Kalimat3422,provinsi,O
,Kalimat3422,nusa,B-LOC
,Kalimat3422,tenggara,I-LOC
,Kalimat3422,barat,I-LOC
,Kalimat3422,(,O
,Kalimat3422,ntb,B-LOC
,Kalimat3422,),O
,Kalimat3422,",",O
,Kalimat3422,senin,B-TIM
,Kalimat3422,(,O
,Kalimat3422,5/2/2024,I-TIM
,Kalimat3422,),O
,Kalimat3422,.,O
,Kalimat3423,beban,O
,Kalimat3423,masa,O
,Kalimat3423,lalu,O
,Kalimat3423,",",O
,Kalimat3423,diibaratkan,O
,Kalimat3423,naik,O
,Kalimat3423,gunung,O
,Kalimat3423,",",O
,Kalimat3423,ketika,O
,Kalimat3423,naik,O
,Kalimat3423,tanpa,O
,Kalimat3423,beban,O
,Kalimat3423,",",O
,Kalimat3423,',O
,Kalimat3423,ujar,O
,Kalimat3423,tgb,O
,Kalimat3423,di,O
,Kalimat3423,hadapan,O
,Kalimat3423,ribuan,O
,Kalimat3423,massa,O
,Kalimat3423,yang,O
,Kalimat3423,hadir,O
,Kalimat3423,.,O
,Kalimat3424,maka,O
,Kalimat3424,insyaallah,O
,Kalimat3424,ganjar,B-PER
,Kalimat3424,mahfud,B-PER
,Kalimat3424,md,I-PER
,Kalimat3424,tidak,O
,Kalimat3424,ada,O
,Kalimat3424,bebannya,O
,Kalimat3424,",",O
,Kalimat3424,',O
,Kalimat3424,tuturnya,O
,Kalimat3424,.,O
,Kalimat3425,ganjar,B-PER
,Kalimat3425,mahfud,B-PER
,Kalimat3425,md,I-PER
,Kalimat3425,",",O
,Kalimat3425,',O
,Kalimat3425,sambungnya,O
,Kalimat3425,.,O
Artikel757,Kalimat3426,badan,B-ORG
,Kalimat3426,pengawas,I-ORG
,Kalimat3426,pemilu,I-ORG
,Kalimat3426,(,O
,Kalimat3426,bawaslu,B-ORG
,Kalimat3426,),O
,Kalimat3426,jawa,B-LOC
,Kalimat3426,barat,I-LOC
,Kalimat3426,masih,O
,Kalimat3426,membahas,O
,Kalimat3426,laporan,O
,Kalimat3426,dugaan,O
,Kalimat3426,pelanggaran,O
,Kalimat3426,dengan,O
,Kalimat3426,pihak,O
,Kalimat3426,terlapor,O
,Kalimat3426,ketua,O
,Kalimat3426,tim,O
,Kalimat3426,kampanye,O
,Kalimat3426,daerah,O
,Kalimat3426,(,O
,Kalimat3426,tkd,O
,Kalimat3426,),O
,Kalimat3426,prabowo,B-PER
,Kalimat3426,gibran,B-PER
,Kalimat3426,",",O
,Kalimat3426,ridwan,B-PER
,Kalimat3426,kamil,I-PER
,Kalimat3426,.,O
,Kalimat3427,koordinator,O
,Kalimat3427,divisi,O
,Kalimat3427,penanganan,O
,Kalimat3427,pelanggaran,O
,Kalimat3427,bawaslu,O
,Kalimat3427,jabar,B-LOC
,Kalimat3427,",",O
,Kalimat3427,syaiful,B-PER
,Kalimat3427,bahri,I-PER
,Kalimat3427,mengungkapkan,O
,Kalimat3427,",",O
,Kalimat3427,saat,O
,Kalimat3427,ini,O
,Kalimat3427,pihaknya,O
,Kalimat3427,masih,O
,Kalimat3427,membahas,O
,Kalimat3427,laporan,O
,Kalimat3427,dan,O
,Kalimat3427,hasil,O
,Kalimat3427,pemanggilan,O
,Kalimat3427,berbagai,O
,Kalimat3427,pihak,O
,Kalimat3427,terkait,O
,Kalimat3427,kasus,O
,Kalimat3427,tersebut,O
,Kalimat3427,di,O
,Kalimat3427,sentra,O
,Kalimat3427,penegakan,O
,Kalimat3427,hukum,O
,Kalimat3427,terpadu,O
,Kalimat3427,(,O
,Kalimat3427,gakkumdu,O
,Kalimat3427,),O
,Kalimat3427,.,O
,Kalimat3428,syaiful,B-PER
,Kalimat3428,menjelaskan,O
,Kalimat3428,",",O
,Kalimat3428,bawaslu,B-ORG
,Kalimat3428,jabar,B-LOC
,Kalimat3428,masih,O
,Kalimat3428,memiliki,O
,Kalimat3428,waktu,O
,Kalimat3428,hingga,O
,Kalimat3428,selasa,O
,Kalimat3428,pukul,O
,Kalimat3428,00.00,B-TIM
,Kalimat3428,wib,I-TIM
,Kalimat3428,untuk,O
,Kalimat3428,menangani,O
,Kalimat3428,berkas,O
,Kalimat3428,kasus,O
,Kalimat3428,dugaan,O
,Kalimat3428,pelanggaran,O
,Kalimat3428,itu,O
,Kalimat3428,.,O
,Kalimat3429,sebagai,O
,Kalimat3429,informasi,O
,Kalimat3429,",",O
,Kalimat3429,ridwan,B-PER
,Kalimat3429,kamil,I-PER
,Kalimat3429,2,O
,Kalimat3429,kali,O
,Kalimat3429,dilaporkan,O
,Kalimat3429,ke,O
,Kalimat3429,bawaslu,B-ORG
,Kalimat3429,jabar,B-LOC
,Kalimat3429,oleh,O
,Kalimat3429,pdip,B-ORG
,Kalimat3429,dan,O
,Kalimat3429,democracy,B-ORG
,Kalimat3429,and,I-ORG
,Kalimat3429,electoral,I-ORG
,Kalimat3429,empowerment,I-ORG
,Kalimat3429,partnership,I-ORG
,Kalimat3429,(,O
,Kalimat3429,deep,B-ORG
,Kalimat3429,),O
,Kalimat3429,indonesia,B-LOC
,Kalimat3429,.,O
,Kalimat3430,rk,B-PER
,Kalimat3430,seusai,O
,Kalimat3430,diklarifikasi,O
,Kalimat3430,bawaslu,B-ORG
,Kalimat3430,jabar,B-LOC
,Kalimat3430,:,O
,Kalimat3430,tak,O
,Kalimat3430,ada,O
,Kalimat3430,substansi,O
,Kalimat3430,pelanggaran,O
Artikel758,Kalimat3430,kpid,B-ORG
,Kalimat3430,sendiri,O
,Kalimat3430,bersama,O
,Kalimat3430,bawaslu,B-ORG
,Kalimat3430,dan,O
,Kalimat3430,kpu,B-ORG
,Kalimat3430,juga,O
,Kalimat3430,mendidik,O
,Kalimat3430,pemilih,O
,Kalimat3430,muda,O
,Kalimat3430,agar,O
,Kalimat3430,tidak,O
,Kalimat3430,hanya,O
,Kalimat3430,sekedar,O
,Kalimat3430,memilih,O
,Kalimat3430,karena,O
,Kalimat3430,iseng,O
,Kalimat3430,.,O
,Kalimat3431,``,O
,Kalimat3431,tema,O
,Kalimat3431,kali,O
,Kalimat3431,ini,O
,Kalimat3431,saya,O
,Kalimat3431,kira,O
,Kalimat3431,penting,O
,Kalimat3431,ya,O
,Kalimat3431,detik,O
,Kalimat3431,ini,O
,Kalimat3431,",",O
,Kalimat3431,pemilih,O
,Kalimat3431,cerdas,O
,Kalimat3431,.,O
,Kalimat3432,jadi,O
,Kalimat3432,kami,O
,Kalimat3432,bersama,O
,Kalimat3432,bawaslu,B-ORG
,Kalimat3432,dan,O
,Kalimat3432,kpu,B-ORG
,Kalimat3432,juga,O
,Kalimat3432,mendidik,O
,Kalimat3432,pemilih,O
,Kalimat3432,muda,O
,Kalimat3432,jangan,O
,Kalimat3432,karena,O
,Kalimat3432,iseng,O
,Kalimat3432,",",O
,Kalimat3432,',O
,Kalimat3432,katanya,O
,Kalimat3432,di,O
,Kalimat3432,semarang,B-LOC
,Kalimat3432,",",O
,Kalimat3432,senin,B-TIM
,Kalimat3432,(,O
,Kalimat3432,5/2/2024,I-TIM
,Kalimat3432,),O
,Kalimat3432,.,O
,Kalimat3433,dirinya,O
,Kalimat3433,mengingatkan,O
,Kalimat3433,",",O
,Kalimat3433,bahwa,O
,Kalimat3433,satu,O
,Kalimat3433,suara,O
,Kalimat3433,yang,O
,Kalimat3433,diberikan,O
,Kalimat3433,pemilih,O
,Kalimat3433,muda,O
,Kalimat3433,mempengaruhi,O
,Kalimat3433,nasib,O
,Kalimat3433,di,O
,Kalimat3433,masa,O
,Kalimat3433,depan,O
,Kalimat3433,.,O
,Kalimat3434,acara,O
,Kalimat3434,#,O
,Kalimat3434,demiindonesia,O
,Kalimat3434,cerdas,O
,Kalimat3434,memilih,O
,Kalimat3434,didukung,O
,Kalimat3434,oleh,O
,Kalimat3434,kementerian,B-ORG
,Kalimat3434,komunikasi,I-ORG
,Kalimat3434,dan,I-ORG
,Kalimat3434,informatika,I-ORG
,Kalimat3434,ri,B-LOC
,Kalimat3434,",",O
,Kalimat3434,bakti,B-ORG
,Kalimat3434,kominfo,I-ORG
,Kalimat3434,",",O
,Kalimat3434,dan,O
,Kalimat3434,telkomsel,O
,Kalimat3434,.,O
Artikel759,Kalimat3435,berlokasi,O
,Kalimat3435,di,O
,Kalimat3435,universitas,B-ORG
,Kalimat3435,mayjen,I-ORG
,Kalimat3435,sungkono,I-ORG
,Kalimat3435,(,O
,Kalimat3435,unimas,B-ORG
,Kalimat3435,),O
,Kalimat3435,",",O
,Kalimat3435,jl,O
,Kalimat3435,irian,O
,Kalimat3435,jaya,O
,Kalimat3435,no,O
,Kalimat3435,4,O
,Kalimat3435,kota,O
,Kalimat3435,mojokerto,B-LOC
,Kalimat3435,",",O
,Kalimat3435,sejumlah,O
,Kalimat3435,kalangan,O
,Kalimat3435,sivitas,O
,Kalimat3435,akademika,O
,Kalimat3435,bersama,O
,Kalimat3435,rektor,O
,Kalimat3435,",",O
,Kalimat3435,dosen,O
,Kalimat3435,maupun,O
,Kalimat3435,mahasiswa,O
,Kalimat3435,menyampaikan,O
,Kalimat3435,pernyataan,O
,Kalimat3435,sikap,O
,Kalimat3435,menjelang,O
,Kalimat3435,puncak,O
,Kalimat3435,pesta,O
,Kalimat3435,demokrasi,O
,Kalimat3435,tanggal,O
,Kalimat3435,14,B-TIM
,Kalimat3435,februari,I-TIM
,Kalimat3435,2024,I-TIM
,Kalimat3435,.,O
,Kalimat3436,6,O
,Kalimat3436,poin,O
,Kalimat3436,pernyataan,O
,Kalimat3436,sikap,O
,Kalimat3436,sivitas,O
,Kalimat3436,akademika,O
,Kalimat3436,mojokerto:1.,B-LOC
,Kalimat3436,mengajak,O
,Kalimat3436,kepada,O
,Kalimat3436,seluruh,O
,Kalimat3436,komponen,O
,Kalimat3436,bangsa,O
,Kalimat3436,untuk,O
,Kalimat3436,mensukseskan,O
,Kalimat3436,pemilihan,O
,Kalimat3436,umum,O
,Kalimat3436,tahun,O
,Kalimat3436,2024,B-TIM
,Kalimat3436,agar,O
,Kalimat3436,berjalan,O
,Kalimat3436,dengan,O
,Kalimat3436,aman,O
,Kalimat3436,dan,O
,Kalimat3436,damai,O
,Kalimat3436,.,O
,Kalimat3437,berupaya,O
,Kalimat3437,mengedukasi,O
,Kalimat3437,kepada,O
,Kalimat3437,generasi,O
,Kalimat3437,penerus,O
,Kalimat3437,bangsa,O
,Kalimat3437,khususnya,O
,Kalimat3437,para,O
,Kalimat3437,mahasiswa,O
,Kalimat3437,untuk,O
,Kalimat3437,bersama,O
,Kalimat3437,mensukseskan,O
,Kalimat3437,pesta,O
,Kalimat3437,demokrasi,O
,Kalimat3437,pemilihan,O
,Kalimat3437,umum,O
,Kalimat3437,tahun,O
,Kalimat3437,2024,B-TIM
,Kalimat3437,dengan,O
,Kalimat3437,aman,O
,Kalimat3437,dan,O
,Kalimat3437,damai,O
,Kalimat3437,.,O
,Kalimat3438,ramai,O
,Kalimat3438,sivitas,O
,Kalimat3438,akademika,O
,Kalimat3438,kritik,O
,Kalimat3438,jokowi,B-PER
,Kalimat3438,",",O
,Kalimat3438,bobby,B-PER
,Kalimat3438,:,O
,Kalimat3438,nggak,O
,Kalimat3438,ada,O
,Kalimat3438,salahnya,O
Artikel760,Kalimat3438,jelang,O
,Kalimat3438,pencoblosan,O
,Kalimat3438,14,B-TIM
,Kalimat3438,februari,I-TIM
,Kalimat3438,2024,I-TIM
,Kalimat3438,mendatang,O
,Kalimat3438,",",O
,Kalimat3438,berbagai,O
,Kalimat3438,perguruan,O
,Kalimat3438,tinggi,O
,Kalimat3438,memberikan,O
,Kalimat3438,pernyataan,O
,Kalimat3438,sikap,O
,Kalimat3438,termasuk,O
,Kalimat3438,universitas,B-ORG
,Kalimat3438,muhammadiyah,I-ORG
,Kalimat3438,sukabumi,I-ORG
,Kalimat3438,(,O
,Kalimat3438,ummi,B-ORG
,Kalimat3438,),O
,Kalimat3438,.,O
,Kalimat3439,mereka,O
,Kalimat3439,mendesak,O
,Kalimat3439,presiden,O
,Kalimat3439,sampai,O
,Kalimat3439,pejabat,O
,Kalimat3439,daerah,O
,Kalimat3439,bersikap,O
,Kalimat3439,proporsional,O
,Kalimat3439,dengan,O
,Kalimat3439,mengedepankan,O
,Kalimat3439,etika,O
,Kalimat3439,selama,O
,Kalimat3439,proses,O
,Kalimat3439,pemilu,O
,Kalimat3439,2024.,B-TIM
,Kalimat3439,ummi,B-ORG
,Kalimat3439,",",O
,Kalimat3439,sebagai,O
,Kalimat3439,institusi,O
,Kalimat3439,pendidikan,O
,Kalimat3439,mengajak,O
,Kalimat3439,semua,O
,Kalimat3439,pihak,O
,Kalimat3439,untuk,O
,Kalimat3439,bersama-sama,O
,Kalimat3439,mensukseskan,O
,Kalimat3439,pemilu,O
,Kalimat3439,2024,B-TIM
,Kalimat3439,dengan,O
,Kalimat3439,mengedepankan,O
,Kalimat3439,moralitas,O
,Kalimat3439,dan,O
,Kalimat3439,keluhuran,O
,Kalimat3439,budi,O
,Kalimat3439,.,O
,Kalimat3440,dalam,O
,Kalimat3440,deklarasi,O
,Kalimat3440,tersebut,O
,Kalimat3440,setidaknya,O
,Kalimat3440,lima,O
,Kalimat3440,universitas,O
,Kalimat3440,dan,O
,Kalimat3440,perguruan,O
,Kalimat3440,tinggi,O
,Kalimat3440,di,O
,Kalimat3440,karawang,B-LOC
,Kalimat3440,",",O
,Kalimat3440,hadir,O
,Kalimat3440,dan,O
,Kalimat3440,mendeklarasikan,O
,Kalimat3440,pesan,O
,Kalimat3440,pemilu,O
,Kalimat3440,damai,O
,Kalimat3440,di,O
,Kalimat3440,kampus,O
,Kalimat3440,universitas,B-ORG
,Kalimat3440,singaperbangsa,I-ORG
,Kalimat3440,karawang,I-ORG
,Kalimat3440,(,O
,Kalimat3440,unsika,B-ORG
,Kalimat3440,),O
,Kalimat3440,",",O
,Kalimat3440,telukjambe,B-LOC
,Kalimat3440,timur,I-LOC
,Kalimat3440,",",O
,Kalimat3440,kabupaten,O
,Kalimat3440,karawang,B-LOC
,Kalimat3440,.,O
,Kalimat3441,``,O
,Kalimat3441,kepada,O
,Kalimat3441,presiden,O
,Kalimat3441,kami,O
,Kalimat3441,juga,O
,Kalimat3441,meminta,O
,Kalimat3441,agar,O
,Kalimat3441,",",O
,Kalimat3441,sebagai,O
,Kalimat3441,kepala,O
,Kalimat3441,negar,O
,Kalimat3441,bersikap,O
,Kalimat3441,netral,O
,Kalimat3441,",",O
,Kalimat3441,baik,O
,Kalimat3441,dalam,O
,Kalimat3441,proses,O
,Kalimat3441,kampanye,O
,Kalimat3441,maupun,O
,Kalimat3441,proses,O
,Kalimat3441,pemilu,O
,Kalimat3441,secara,O
,Kalimat3441,utuh,O
,Kalimat3441,.,O
Artikel761,Kalimat3442,putusan,O
,Kalimat3442,mk,B-ORG
,Kalimat3442,no,O
,Kalimat3442,.,O
,Kalimat3443,``,O
,Kalimat3443,putusan,O
,Kalimat3443,etik,O
,Kalimat3443,dkpp,B-ORG
,Kalimat3443,atas,O
,Kalimat3443,pengaduan,O
,Kalimat3443,tersebut,O
,Kalimat3443,justru,O
,Kalimat3443,menimbulkan,O
,Kalimat3443,kekacauan,O
,Kalimat3443,hukum,O
,Kalimat3443,ditinjau,O
,Kalimat3443,dari,O
,Kalimat3443,segi,O
,Kalimat3443,asas,O
,Kalimat3443,kepastian,O
,Kalimat3443,hukum,O
,Kalimat3443,yang,O
,Kalimat3443,adil,O
,Kalimat3443,",",O
,Kalimat3443,',O
,Kalimat3443,imbuhnya,O
,Kalimat3443,.,O
,Kalimat3444,rully,B-PER
,Kalimat3444,menyebut,O
,Kalimat3444,putusan,O
,Kalimat3444,dkpp,B-ORG
,Kalimat3444,menimbulkan,O
,Kalimat3444,inkonsistensi,O
,Kalimat3444,hukum,O
,Kalimat3444,.,O
,Kalimat3445,dia,O
,Kalimat3445,menyebut,O
,Kalimat3445,kpu,B-ORG
,Kalimat3445,telah,O
